Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
MercadoComercializacion,QUINDIO,REGULADO,41722.86,39069.63,37879.22,37343.25,38847.23,44209.69,48523.74,54247.32,58313.0,60990.61,65382.04,68847.27,67049.74,66261.99,67696.63,68217.54,68144.01,68362.93,77328.46,77319.43,73254.07,66866.52,57387.25,48748.35,2024-10-03
MercadoComercializacion,RUITOQUE,NO REGULADO,71.54,71.82,78.51,82.77,89.07,84.5,83.93,100.03,110.08,114.96,138.12,147.69,157.06,137.13,126.39,126.5,123.28,147.04,164.77,162.64,147.93,115.73,102.65,88.31,2024-10-03
MercadoComercializacion,RUITOQUE,REGULADO,1511.27,1291.61,1183.54,1308.99,1153.99,1343.42,1413.92,1571.93,1561.21,1546.55,1501.03,1475.68,1406.7,1554.41,1718.98,1755.86,1841.56,1906.95,2105.81,2136.98,2098.24,1966.39,1824.16,1687.97,2024-10-03
MercadoComercializacion,SANTANDER,NO REGULADO,150696.77,148718.4,147554.08,146566.9,145474.89,145683.93,147220.27,142652.33,141073.49,153028.19,162394.71,163927.7,166905.41,170734.48,169269.42,175038.29,172113.35,172378.28,173355.89,165830.36,167670.5,162212.46,156103.24,154956.7,2024-10-03
MercadoComercializacion,SANTANDER,REGULADO,248856.84,236730.68,226666.01,220654.43,222584.45,230260.3,239530.76,271376.96,299423.73,315803.37,333168.44,348401.74,334940.93,348209.15,366395.12,367722.83,362030.72,347818.1,370684.04,366173.32,354528.24,335993.04,308102.17,280189.16,2024-10-03
MercadoComercializacion,TOLIMA,NO REGULADO,34327.91,42938.67,42832.13,40453.85,37590.62,37305.58,38368.03,43252.66,47658.14,49635.36,51595.22,53239.76,52794.73,55188.32,56957.83,58044.16,56250.98,50496.77,45264.19,47034.78,44910.06,42632.48,40157.36,47840.7,2024-10-03
MercadoComercializacion,TOLIMA,REGULADO,123702.2,117423.07,114834.65,112488.31,112852.49,117865.54,118914.91,130795.66,138351.21,146038.93,154412.92,162658.06,162157.11,165715.72,168381.35,172139.45,171425.8,169645.97,191689.54,192463.76,186310.46,172592.02,154647.2,139068.54,2024-10-03
MercadoComercializacion,TULUA,NO REGULADO,8677.93,8433.14,8291.4,8177.67,8287.82,8330.2,5832.11,5394.55,5428.09,3764.6,3865.7,4097.44,3839.0,3953.41,4776.85,4389.99,5445.0,7961.71,11519.67,11534.91,11269.52,10286.34,10097.5,9906.19,2024-10-03
MercadoComercializacion,TULUA,REGULADO,13802.44,13029.18,12611.52,12254.99,12685.51,13814.54,15470.8,17105.23,19282.79,20989.39,22383.83,24187.55,23192.02,23547.67,25645.96,26495.89,26387.16,25662.11,25309.92,25140.72,23936.21,22251.14,19355.34,16741.21,2024-10-03
MercadoComercializacion,VALLE DEL CAUCA,NO REGULADO,169510.9,168529.48,169705.25,167245.9,164582.22,165504.02,165455.55,163095.73,161765.69,151518.06,148279.59,137732.68,135826.52,133563.67,138142.88,145187.74,159971.79,178452.24,182423.79,182761.97,179456.73,175289.33,170570.74,174419.45,2024-10-03
MercadoComercializacion,VALLE DEL CAUCA,REGULADO,144270.87,137975.2,134214.71,133139.24,136390.72,146621.29,150475.03,157973.94,173912.76,183059.62,191396.64,201150.59,198553.68,202792.77,210027.15,213126.58,213915.06,211057.99,235420.59,238958.09,228594.04,213479.52,175718.53,164686.14,2024-10-03
MercadoComercializacion,VALLE DEL SIBUNDOY,REGULADO,1093.09,1026.73,998.91,987.28,1038.01,1318.9,2064.26,1781.17,1592.04,1558.75,1568.24,1622.91,1581.69,1565.94,1623.89,1672.98,1729.69,1892.57,2418.0,2464.34,2300.16,1978.51,1539.1,1209.46,2024-10-03
MercadoComercializacion,ANTIOQUIA,NO REGULADO,367536.23,363550.37,362974.66,370677.9,372653.01,381622.18,375420.59,390207.8,397609.03,405121.0,403710.34,409015.76,408780.61,396211.16,402055.63,413626.97,410686.1,393126.02,416745.26,410325.1,405383.53,388904.78,378433.2,369953.67,2024-10-04
MercadoComercializacion,ANTIOQUIA,REGULADO,695778.43,655649.46,634780.59,633903.32,682117.78,773570.22,881764.55,942946.31,1000686.78,1040086.69,1093205.47,1143794.34,1147407.16,1127447.13,1134436.03,1129625.49,1094491.08,1065597.59,1112696.29,1091412.25,1041841.82,944291.79,841135.34,756569.23,2024-10-04
MercadoComercializacion,ARAUCA,NO REGULADO,91143.05,90728.81,91083.76,91315.27,91149.63,91181.05,90615.22,90881.02,92582.74,91623.54,91480.57,91406.13,91853.9,92404.29,93125.94,92809.07,92446.94,91453.47,91603.49,91594.13,92265.98,91320.17,91062.23,91488.56,2024-10-04
MercadoComercializacion,ARAUCA,REGULADO,39910.81,38131.47,36337.98,36222.09,35537.99,32925.81,31786.95,35609.6,39441.89,42620.13,45312.92,46825.4,45558.21,48524.51,48074.06,48459.36,47069.17,46039.41,48794.28,48712.46,48994.82,47767.1,45313.63,43077.38,2024-10-04
MercadoComercializacion,BAJO PUTUMAYO,NO REGULADO,164.43,144.61,150.51,147.93,156.55,152.45,167.73,197.79,195.59,208.59,204.23,229.42,218.99,227.02,240.17,236.33,218.85,193.13,191.25,170.66,231.58,193.77,244.45,185.85,2024-10-04
MercadoComercializacion,BAJO PUTUMAYO,REGULADO,8475.0,7658.58,7607.97,7294.45,7284.57,7725.55,8533.3,9381.0,10241.4,10355.03,10759.0,11191.78,10994.07,11410.55,12069.3,12296.27,12316.84,12685.07,14074.63,13605.42,12781.2,11426.29,9551.27,8591.23,2024-10-04
MercadoComercializacion,BOGOTA - CUNDINAMARCA,NO REGULADO,593387.47,579386.95,558714.29,542730.67,530524.73,527165.7,557164.75,576599.77,582163.9,589192.97,604252.18,609282.19,609098.52,601255.03,597808.33,597613.84,589403.04,580290.91,577221.08,574935.25,581892.92,570255.21,564233.84,585071.92,2024-10-04
MercadoComercializacion,BOGOTA - CUNDINAMARCA,REGULADO,940398.24,890526.94,871559.0,892991.34,1030292.04,1242140.24,1340347.28,1436379.51,1510043.32,1553947.62,1612360.97,1660019.54,1646692.71,1642515.53,1615170.99,1600153.88,1546443.54,1560813.96,1648292.59,1621486.15,1547351.42,1392240.86,1228906.52,1084979.39,2024-10-04
MercadoComercializacion,BOYACA,NO REGULADO,305990.15,319948.03,320640.01,325299.79,321496.23,325420.49,298681.22,302878.87,305579.6,305377.2,297070.57,290613.14,303152.1,295914.83,294451.09,309556.79,312508.34,320451.15,344743.44,341382.83,346260.58,347799.94,340459.93,328784.66,2024-10-04
MercadoComercializacion,BOYACA,REGULADO,76449.1,71300.37,69666.74,69037.27,77018.83,92372.18,122807.22,121764.45,128738.98,132150.02,135253.71,136192.41,131069.47,126113.63,131982.49,127986.34,130983.94,128867.39,132699.02,134363.94,123975.06,107400.91,94428.08,85389.97,2024-10-04
MercadoComercializacion,CALDAS,NO REGULADO,78858.63,75444.21,77976.95,81832.47,81553.72,78825.76,80619.18,84884.02,83931.98,83262.68,71677.92,72156.2,74201.8,68712.32,65754.0,71215.01,84296.93,76904.76,79534.22,82152.02,86200.79,83044.41,77773.51,78039.16,2024-10-04
MercadoComercializacion,CALDAS,REGULADO,94766.84,88860.22,86909.82,85047.85,91812.99,108511.78,119536.28,127872.87,133152.78,139084.5,145329.85,151230.95,152812.84,152853.67,149328.29,146044.85,148177.63,150818.75,166900.65,165318.0,156291.48,141461.57,120785.65,103593.3,2024-10-04
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,NO REGULADO,179667.94,177212.01,176176.65,177145.93,175647.58,180913.05,161169.15,180365.65,190098.71,191491.76,202973.55,205049.69,217081.46,214101.25,209416.54,184077.79,186679.76,179541.03,209335.98,203788.03,201019.63,188385.92,183171.31,181362.59,2024-10-04
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,REGULADO,231402.03,215530.81,206501.45,202029.54,207060.45,224722.57,258293.84,289209.09,335955.98,365872.78,398177.14,422409.39,424513.08,425988.22,429653.77,403454.84,384851.04,371068.59,355108.18,347615.27,333319.07,306953.53,277408.43,247635.25,2024-10-04
MercadoComercializacion,CAQUETA,NO REGULADO,459.77,181.1,182.56,180.07,172.83,188.58,232.1,250.69,320.4,465.02,1120.37,1259.35,1175.94,1313.06,1315.37,1386.26,1426.62,1368.54,1341.8,1366.57,1071.02,908.73,744.53,682.35,2024-10-04
MercadoComercializacion,CAQUETA,REGULADO,33162.4,31341.72,28068.66,26298.42,25908.6,27091.52,27991.2,30553.59,34902.0,36186.27,38761.86,41671.16,40799.96,40856.19,46043.5,47657.81,47260.21,45329.87,48382.1,47426.89,45034.01,41176.07,36957.34,33622.81,2024-10-04
MercadoComercializacion,CARIBE MAR,NO REGULADO,425965.49,434303.6,430435.17,423489.09,424895.8,422580.18,393604.06,401606.75,396273.6,412111.25,398734.98,410603.1,418846.77,414152.63,435221.33,371113.99,402202.91,435602.18,453781.25,444029.85,438208.84,430482.76,421826.74,421277.66,2024-10-04
MercadoComercializacion,CARIBE MAR,REGULADO,1084973.67,1041187.27,1000513.61,966566.57,932016.74,863711.89,804563.99,829475.86,885040.25,920872.1,972931.11,1023181.66,1050416.07,1101686.52,1141709.51,1087179.22,1035214.13,1015100.36,1064754.01,1086309.32,1128800.87,1138820.95,1136706.38,1102122.69,2024-10-04
MercadoComercializacion,CARIBE SOL,NO REGULADO,228321.33,227372.98,222529.42,217905.17,222191.31,228912.5,222600.0,246937.78,266230.77,274145.92,276498.65,277375.38,272140.88,272403.02,277617.89,284190.43,275665.46,265950.95,276566.25,266836.54,258575.71,239617.42,227070.72,222704.52,2024-10-04
MercadoComercializacion,CARIBE SOL,REGULADO,1120423.03,1076398.28,1039039.64,1006378.67,969055.75,906755.3,849529.21,880928.57,942924.72,973616.81,1008616.97,1046131.42,1082690.73,1145820.42,1185883.88,1165087.58,1105640.73,1050567.26,1101348.64,1146582.61,1201989.8,1225085.28,1230370.04,1196980.74,2024-10-04
MercadoComercializacion,CARTAGO,NO REGULADO,7299.24,7481.98,7613.91,7047.0,7234.09,7594.46,7514.62,8013.75,8144.51,7631.74,7198.64,5978.71,4983.83,7772.01,8897.89,9775.62,10081.29,9444.22,7325.29,8745.75,8606.54,8344.04,8098.05,7608.56,2024-10-04
MercadoComercializacion,CARTAGO,REGULADO,13451.16,12551.83,12085.5,11872.09,11927.17,12730.94,13125.38,14644.79,16081.25,17445.34,19198.88,21021.8,19972.65,20807.86,20625.68,20016.1,19141.77,19376.82,19323.17,19225.5,18237.13,16646.38,14755.82,13337.05,2024-10-04
MercadoComercializacion,CASANARE,NO REGULADO,11167.79,11144.99,11036.94,10597.29,10370.43,9574.82,10675.0,12459.45,13532.37,14401.49,14486.18,14125.84,14485.67,14734.12,15286.6,14374.18,13494.31,12060.82,11215.0,11388.47,11503.83,12260.25,11865.45,11760.13,2024-10-04
MercadoComercializacion,CASANARE,REGULADO,62504.22,59785.39,57814.15,56519.96,55801.36,54459.98,53957.58,59488.91,66645.8,70665.62,75075.88,77549.14,73246.69,77329.24,82160.56,80167.88,77274.78,75376.84,81507.46,81220.48,79957.8,75261.88,70501.8,67334.02,2024-10-04
MercadoComercializacion,CAUCA,NO REGULADO,40789.72,40180.17,39145.11,39113.68,38858.29,38791.23,37260.82,36056.95,35480.42,32683.32,32227.98,31537.71,32547.51,35732.96,37607.21,31770.02,29295.8,35883.42,40219.53,40627.2,42484.16,41151.16,39351.0,40999.57,2024-10-04
MercadoComercializacion,CAUCA,REGULADO,57899.19,56355.81,55825.28,54849.8,59310.44,71425.69,82033.39,82093.09,83451.69,85507.71,89230.62,94299.43,93306.48,89741.66,90660.79,85160.95,82340.35,91764.05,103463.17,99465.37,97551.55,85669.44,73384.5,63630.1,2024-10-04
MercadoComercializacion,CHOCO,NO REGULADO,2250.07,2294.6,2252.65,2088.85,2222.16,2234.22,2064.0,2099.25,2155.46,2141.91,2068.78,2093.6,2018.69,2115.12,2274.78,2267.05,2249.32,2182.16,2011.79,1812.61,2014.79,2669.67,2326.73,2437.52,2024-10-04
MercadoComercializacion,CHOCO,REGULADO,26735.94,25071.6,24263.08,23999.98,23992.35,24330.57,25071.05,26737.4,29303.72,30701.64,31256.24,32187.01,32151.33,31142.39,30222.02,30187.66,29640.61,29828.43,32655.06,33090.89,32283.86,30146.23,27846.52,25768.31,2024-10-04
MercadoComercializacion,GUAVIARE,REGULADO,8891.14,8488.97,8217.64,8029.84,7978.71,8054.61,8237.41,9150.21,10581.09,11559.83,12220.18,12750.1,12715.2,12419.87,11099.01,10793.77,10708.32,10541.97,11597.27,11503.92,11001.78,10144.27,9407.06,8855.58,2024-10-04
MercadoComercializacion,HUILA,NO REGULADO,41181.27,39846.19,39598.09,38983.1,39309.65,38449.87,41083.17,37934.07,33771.51,30896.24,36269.71,35221.85,29381.99,30410.34,36848.43,37235.91,43687.26,48000.69,49930.57,49386.95,47890.59,45009.42,40638.02,40318.58,2024-10-04
MercadoComercializacion,HUILA,REGULADO,96275.07,91270.23,88397.06,85820.0,85435.36,92622.43,96957.0,105026.24,113971.54,118629.79,126497.74,130617.47,124246.78,126744.74,132938.06,139497.95,140584.74,137152.84,150160.83,146079.93,140690.7,129366.46,116858.1,107246.74,2024-10-04
MercadoComercializacion,META,NO REGULADO,230483.07,220239.62,230568.3,234173.27,221283.67,229684.43,223714.27,223405.35,228736.71,217561.47,207127.83,197831.32,194995.86,202702.65,206847.82,210539.79,228715.15,240173.2,249078.79,248297.81,248795.35,243708.15,241011.87,239399.49,2024-10-04
MercadoComercializacion,META,REGULADO,123998.9,113757.75,109668.5,107181.59,105329.11,106197.02,118333.45,130911.72,151324.3,154135.72,167341.68,173085.03,174606.7,169958.36,180034.77,175738.44,173349.78,172516.42,171103.54,173945.68,168681.07,156804.67,142613.13,129852.9,2024-10-04
MercadoComercializacion,NARIÑO,NO REGULADO,11654.52,11500.02,11361.52,11322.14,11394.07,11583.42,3434.52,3990.11,4278.67,4278.13,4421.06,4314.52,4061.25,4013.62,4222.77,4403.14,4617.25,4459.38,12946.07,12829.34,12755.13,12130.53,11374.26,11376.12,2024-10-04
MercadoComercializacion,NARIÑO,REGULADO,58618.6,54523.2,53586.16,53228.14,54519.22,75193.82,103505.52,103313.45,106574.7,109332.46,110982.19,113304.86,108566.27,104365.95,105829.73,109948.73,112451.88,115616.54,120673.95,120510.15,111528.53,99319.36,79080.35,70078.88,2024-10-04
MercadoComercializacion,NORTE DE SANTANDER,NO REGULADO,43087.81,43536.32,42887.82,42399.88,41700.56,42003.92,38876.99,42354.54,45178.9,47893.32,49172.76,47646.67,44780.48,45753.22,46078.73,48640.92,49948.34,45650.34,47903.6,47025.12,45340.26,42290.16,40491.35,39448.34,2024-10-04
MercadoComercializacion,NORTE DE SANTANDER,REGULADO,211217.65,200760.46,192822.12,185470.36,184138.7,181929.41,190268.54,208694.45,228861.36,238198.62,252252.44,257660.11,244350.5,257645.21,271721.63,266343.77,256177.95,249655.23,250799.62,240938.48,240174.81,230746.58,215786.35,202106.77,2024-10-04
MercadoComercializacion,PEREIRA,NO REGULADO,23970.82,23538.34,23352.51,23356.31,23525.06,24176.81,21628.89,24977.94,25973.91,25997.57,26271.33,27215.09,26343.6,28800.42,27632.09,27369.03,26577.55,25314.3,29263.65,28926.36,28787.85,26110.23,24131.32,23872.04,2024-10-04
MercadoComercializacion,PEREIRA,REGULADO,45403.57,42353.32,40504.61,40083.77,41941.33,46898.09,54597.77,60948.41,67810.97,72354.46,75575.39,80202.86,80080.46,81083.99,74222.77,75067.52,77429.52,79111.53,78626.21,76648.76,72793.05,65827.09,57545.13,49584.28,2024-10-04
MercadoComercializacion,POPAYAN - PURACE,NO REGULADO,140.92,140.77,138.88,135.32,136.72,147.17,172.91,214.36,272.91,293.45,318.93,334.54,321.17,236.38,278.75,305.53,307.61,274.03,284.98,259.34,244.46,221.88,161.4,144.58,2024-10-04
MercadoComercializacion,POPAYAN - PURACE,REGULADO,627.22,80.92,263.53,496.99,364.13,275.64,276.32,488.45,414.33,481.68,511.18,495.01,482.98,431.26,484.25,522.41,530.43,623.82,645.35,664.3,638.86,589.52,539.25,1008.39,2024-10-04
MercadoComercializacion,PUTUMAYO,NO REGULADO,4306.46,4267.38,3985.83,4363.58,4373.94,4298.74,4388.91,4311.05,3907.15,3926.55,4062.01,4121.56,4155.14,4113.26,4056.81,4109.42,4186.08,4305.66,4483.08,4486.66,4569.49,4386.22,4198.06,4198.41,2024-10-04
MercadoComercializacion,PUTUMAYO,REGULADO,7880.32,7420.47,6966.38,6818.43,6695.31,7146.72,7431.47,8050.71,9027.11,9748.99,10174.88,10853.37,10243.42,9889.03,10712.09,11111.97,11215.49,10835.91,12701.5,13474.17,12999.11,11908.12,10707.81,8884.01,2024-10-04
MercadoComercializacion,QUINDIO,NO REGULADO,6285.96,6545.17,6384.21,6433.53,6376.44,6055.6,6025.31,7349.45,7747.63,7941.39,8637.98,8564.96,8489.35,8261.01,8305.78,7606.98,6030.13,6087.55,6192.82,6360.05,6484.29,6066.14,5315.41,5254.23,2024-10-04
MercadoComercializacion,QUINDIO,REGULADO,42582.1,39716.23,38200.25,37718.14,38949.33,44055.15,47860.97,54229.81,59049.36,62651.31,66783.47,70711.41,69776.53,67535.42,68308.99,67936.69,67801.04,69847.42,73456.7,72596.68,69609.36,62745.96,54021.55,46516.93,2024-10-04
MercadoComercializacion,RUITOQUE,NO REGULADO,75.09,80.76,83.13,80.58,77.95,78.6,92.0,111.16,134.02,145.84,166.86,192.95,185.06,184.17,181.52,239.79,245.01,275.61,278.72,258.02,240.83,197.78,194.7,183.91,2024-10-04
MercadoComercializacion,RUITOQUE,REGULADO,1571.72,1524.89,1464.09,1424.01,1185.97,1410.33,1496.04,1683.82,1825.22,1655.08,1588.22,1772.34,1639.04,1698.51,1984.7,1888.25,1918.03,1904.8,2043.03,2007.01,1972.99,1864.82,1690.91,1565.9,2024-10-04
MercadoComercializacion,SANTANDER,NO REGULADO,150319.48,149068.01,149311.24,148409.24,149974.33,151744.57,150933.02,150542.72,153814.93,150072.4,153263.31,155731.21,157030.56,153124.28,158790.63,167783.33,159477.56,154989.08,154435.51,151811.83,148516.76,140052.61,132397.28,131162.26,2024-10-04
MercadoComercializacion,SANTANDER,REGULADO,258790.69,244985.69,235044.93,229239.35,228210.17,233969.04,242246.15,276578.09,307771.35,322550.43,342192.75,354339.73,342401.18,355299.67,374566.63,370654.64,352179.88,340930.47,346127.12,334144.34,321369.64,298181.65,272625.09,250234.67,2024-10-04
MercadoComercializacion,TOLIMA,NO REGULADO,41206.79,40066.26,41014.14,40614.52,39481.87,38582.95,44024.14,45267.37,50360.36,51500.16,54211.38,53533.51,52497.94,52207.95,52801.89,51265.34,51862.74,50035.46,45093.37,45632.97,44564.22,46652.08,44478.01,40721.45,2024-10-04
MercadoComercializacion,TOLIMA,REGULADO,130632.26,122979.1,119154.07,116493.5,116177.14,120749.92,122238.38,134313.0,142912.11,149270.13,156916.46,162412.71,161176.44,163694.45,163485.59,168373.22,168635.46,167670.52,188826.84,187058.78,180107.66,169166.54,150388.24,138208.17,2024-10-04
MercadoComercializacion,TULUA,NO REGULADO,9694.3,9362.93,8979.52,8797.33,9150.9,8634.75,5295.55,5243.05,3785.24,4046.64,4210.18,4360.32,6133.19,6147.93,5427.16,8174.7,7563.86,8219.53,11276.14,11378.05,11058.91,10678.68,10751.61,10019.1,2024-10-04
MercadoComercializacion,TULUA,REGULADO,14966.84,13945.0,13566.43,13238.82,13487.12,13988.58,16166.94,18447.08,20716.0,23100.99,25115.19,27082.87,25639.46,24053.29,25038.44,25571.48,24953.29,24834.01,25323.7,24456.19,23245.51,21023.47,18312.05,15918.24,2024-10-04
MercadoComercializacion,VALLE DEL CAUCA,NO REGULADO,174402.74,166620.98,164149.78,162488.97,162757.42,163087.24,161206.81,138814.7,131440.78,132486.44,133031.16,134508.92,145268.09,135927.31,138215.43,148076.81,146040.55,147255.41,152362.0,157999.78,163756.21,159448.49,152883.07,152272.49,2024-10-04
MercadoComercializacion,VALLE DEL CAUCA,REGULADO,148503.03,141397.2,135772.72,136900.19,141178.94,149764.71,153266.27,169175.76,185235.94,197093.8,209611.3,218589.75,216189.54,211240.03,197316.19,184910.37,180192.31,184998.67,214436.48,214026.34,203919.55,186974.9,167407.15,151230.5,2024-10-04
MercadoComercializacion,VALLE DEL SIBUNDOY,REGULADO,1054.85,997.83,973.05,969.14,1021.97,1394.54,2130.4,1747.35,1652.46,1634.62,1634.83,1641.09,1558.05,1555.55,1604.16,1645.56,1709.72,1890.67,2434.54,2426.3,2216.42,1922.03,1584.01,1282.32,2024-10-04
MercadoComercializacion,ANTIOQUIA,NO REGULADO,350969.96,341382.41,341431.87,345681.75,358107.53,363730.04,352702.69,364977.13,359576.8,365438.56,365364.78,366923.04,366652.19,366528.08,360985.01,362069.21,355255.83,330034.68,350665.54,345223.89,334335.84,320053.91,313391.03,311051.17,2024-10-05
MercadoComercializacion,ANTIOQUIA,REGULADO,689459.27,649501.61,626836.28,621377.61,643110.2,689285.86,770663.79,856432.51,939789.22,993621.83,1052544.56,1091042.12,1095002.28,1068821.8,1045445.52,1033543.93,1023475.62,1023205.96,1068092.8,1044728.59,986885.48,908148.49,824510.53,745534.43,2024-10-05
MercadoComercializacion,ARAUCA,NO REGULADO,91468.92,91573.21,91367.53,91171.68,91036.7,90756.48,89691.5,90005.39,91276.32,91903.76,91688.94,91623.54,91511.27,92362.43,93061.5,92633.69,92560.73,91505.36,90869.7,91702.73,91101.69,90995.68,90981.37,91147.77,2024-10-05
MercadoComercializacion,ARAUCA,REGULADO,40925.23,39155.78,37758.42,36116.32,34331.31,33551.56,32410.82,33524.43,36070.73,37033.2,36631.21,38007.71,38047.84,38469.86,39438.51,38503.34,36702.82,37829.34,40334.47,40362.81,39845.03,39109.03,37623.77,36123.4,2024-10-05
MercadoComercializacion,BAJO PUTUMAYO,NO REGULADO,161.8,216.52,228.13,157.36,151.3,154.92,163.84,190.85,220.46,255.91,260.79,281.36,284.05,287.45,283.54,274.04,284.65,255.61,230.45,209.11,204.03,233.18,251.59,177.95,2024-10-05
MercadoComercializacion,BAJO PUTUMAYO,REGULADO,8039.64,7678.5,7268.47,7145.43,7224.94,7419.95,8166.39,9564.59,11229.83,12191.7,12836.5,13306.19,13277.41,13383.78,13616.32,13669.03,13405.94,13914.84,15354.71,14808.56,13880.39,12659.61,11509.96,10223.87,2024-10-05
MercadoComercializacion,BOGOTA - CUNDINAMARCA,NO REGULADO,593726.12,588182.19,567161.34,549416.74,532473.69,523703.69,544248.22,557799.14,553099.08,542404.22,553705.08,552688.37,544544.54,543405.33,532000.28,511709.68,506378.76,490772.89,474539.1,475249.62,468335.98,450184.64,439435.88,455137.05,2024-10-05
MercadoComercializacion,BOGOTA - CUNDINAMARCA,REGULADO,984686.76,915144.23,887087.81,887247.57,944684.81,1009196.6,1150661.82,1318178.09,1440847.36,1518221.82,1567604.28,1588357.63,1571653.47,1516325.91,1477891.52,1437918.19,1398311.52,1439087.69,1548018.77,1529892.48,1453207.58,1314388.59,1178674.11,1044768.34,2024-10-05
MercadoComercializacion,BOYACA,NO REGULADO,329661.16,337418.78,343548.26,333281.39,337970.84,343570.62,309971.9,288596.33,274424.56,293433.83,284496.26,292869.46,302884.46,294336.47,317342.4,322344.9,302354.74,301299.72,316283.45,304575.16,302718.27,302531.99,295022.85,290402.41,2024-10-05
MercadoComercializacion,BOYACA,REGULADO,74882.44,71768.41,68153.05,71890.55,71276.1,82192.61,104349.9,119709.58,126721.61,127739.1,131194.63,130167.09,124065.86,121051.36,116353.5,115915.52,118576.04,122372.94,125804.31,125055.74,116029.59,106063.47,92604.4,79401.45,2024-10-05
MercadoComercializacion,CALDAS,NO REGULADO,80544.04,81217.72,77870.42,77045.88,76924.74,74309.87,75466.11,80803.15,81090.02,79856.45,78245.29,78167.44,79817.94,78125.86,78222.17,79262.86,79985.47,76809.49,72759.88,67350.16,65416.8,71221.37,69170.71,69361.97,2024-10-05
MercadoComercializacion,CALDAS,REGULADO,94039.03,87555.11,84158.76,82572.1,85588.06,91697.39,101428.63,117541.35,127958.08,135277.18,142294.32,149396.8,150061.77,146170.47,144781.64,142091.69,139826.86,140202.26,163001.56,161566.08,153815.23,142933.94,124314.4,110173.44,2024-10-05
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,NO REGULADO,180251.6,180043.64,176322.47,174083.82,178462.98,179048.19,153804.92,165626.19,168829.52,175752.98,169988.43,166486.27,170695.89,164351.26,167804.41,165841.33,160622.38,163548.24,185181.9,180751.94,172742.64,162413.21,157751.81,155011.25,2024-10-05
MercadoComercializacion,CALI - YUMBO - PUERTO TEJADA,REGULADO,225352.28,210171.55,200558.52,194507.99,195327.92,198915.81,230312.89,259825.92,301951.45,331357.01,351330.5,367023.1,371483.07,363492.82,357103.09,355444.28,353261.6,348020.49,354601.95,352247.02,337922.47,317210.91,293068.21,266791.96,2024-10-05
MercadoComercializacion,CAQUETA,NO REGULADO,629.81,615.1,595.92,574.41,186.81,446.18,599.97,702.73,761.36,1032.01,1160.09,1231.33,1343.43,1405.37,1445.0,1442.85,1409.41,1371.33,1354.71,1331.54,987.57,755.53,693.98,632.95,2024-10-05
MercadoComercializacion,CAQUETA,REGULADO,31252.15,29698.39,28479.67,27698.06,27488.48,27897.25,28996.04,32710.64,36936.69,40432.92,44400.25,47520.25,47438.84,46274.28,46777.37,46700.53,46020.19,45510.47,50510.24,49860.03,46106.6,43117.85,40034.69,36182.96,2024-10-05
MercadoComercializacion,CARIBE MAR,NO REGULADO,410923.06,413924.89,387353.95,393612.11,415568.78,432274.82,399279.27,396792.25,402503.02,418537.75,404253.91,394135.31,406882.16,403465.94,379179.7,373944.16,369718.23,409077.76,441387.31,451240.93,421559.69,426152.35,421974.57,417085.55,2024-10-05
MercadoComercializacion,CARIBE MAR,REGULADO,1051164.25,1021503.64,983698.14,949166.38,920536.96,883449.15,838879.16,815383.82,833019.18,870057.67,903364.87,937009.48,958724.03,995700.25,1015112.22,1014528.64,1000075.9,989626.86,1064547.85,1084331.24,1103726.67,1121954.96,1153320.24,1135030.53,2024-10-05
MercadoComercializacion,CARIBE SOL,NO REGULADO,222230.15,218992.17,217046.49,213347.08,212568.79,211938.57,200832.17,220138.82,239825.07,252225.83,255629.37,248419.97,247101.94,248000.05,245010.14,242479.15,238312.42,231625.07,240566.7,233991.11,226517.9,214503.63,206040.5,197407.16,2024-10-05
MercadoComercializacion,CARIBE SOL,REGULADO,1152952.22,1104678.49,1053334.62,1008525.42,970188.58,918529.81,862124.92,868608.05,912971.17,944036.99,965683.5,993615.33,1013850.94,1058310.48,1099314.25,1092959.22,1055237.43,1043036.19,1095684.89,1115027.25,1133363.3,1154292.29,1158661.03,1149271.74,2024-10-05
MercadoComercializacion,CARTAGO,NO REGULADO,7812.34,7455.72,7561.43,7925.89,7058.3,7028.86,7109.33,6990.1,6198.36,5716.34,6263.73,6180.56,4845.37,6108.54,6597.85,7282.38,8183.4,8532.21,7338.94,8655.08,9069.31,8533.67,7324.23,7638.07,2024-10-05
MercadoComercializacion,CARTAGO,REGULADO,12087.58,11302.1,10870.52,10672.24,10728.64,10994.47,11327.89,13342.9,14790.49,16139.58,17715.47,18745.29,18956.43,18588.71,19123.96,19783.8,19859.82,19231.98,21053.11,20636.35,19275.22,18027.89,16512.34,15059.47,2024-10-05
